ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
210652_s_at,3.05E-01,7.33E-02,1.82,-4.8524,3.73E-01,TTC39A,tetratricopeptide repeat domain 39A
206892_at,3.05E-01,7.35E-02,-1.81,-4.85473,-2.45E-01,AMHR2,anti-Mullerian hormone receptor type 2
AFFX-LysX-5_at,3.05E-01,7.35E-02,-1.81,-4.85475,-4.34E-01,,
216464_x_at,3.05E-01,7.35E-02,1.81,-4.8548,3.74E-01,PTGDR2,prostaglandin D2 receptor 2
211446_at,3.05E-01,7.35E-02,1.81,-4.8549,3.65E-01,RGSL1,regulator of G-protein signaling like 1
204049_s_at,3.06E-01,7.35E-02,-1.81,-4.8551,-3.17E-01,PHACTR2,phosphatase and actin regulator 2
204976_s_at,3.06E-01,7.36E-02,1.81,-4.8554,2.94E-01,AMMECR1,"Alport syndrome, mental retardation, midface hypoplasia and elliptocytosis chromosomal region gene 1"
205897_at,3.06E-01,7.36E-02,-1.81,-4.85571,-4.51E-01,NFATC4,nuclear factor of activated T-cells 4
208718_at,3.06E-01,7.37E-02,1.81,-4.85668,2.69E-01,DDX17,DEAD-box helicase 17
209234_at,3.06E-01,7.37E-02,1.81,-4.85672,4.23E-01,KIF1B,kinesin family member 1B
206764_x_at,3.06E-01,7.37E-02,1.81,-4.85703,2.53E-01,MPPE1,metallophosphoesterase 1
202832_at,3.06E-01,7.38E-02,1.81,-4.85744,2.58E-01,GCC2,GRIP and coiled-coil domain containing 2
202754_at,3.06E-01,7.38E-02,1.81,-4.85772,2.33E-01,R3HDM1,R3H domain containing 1
200957_s_at,3.06E-01,7.38E-02,1.81,-4.85783,3.12E-01,SSRP1,structure specific recognition protein 1
203551_s_at,3.06E-01,7.38E-02,-1.81,-4.85799,-2.82E-01,COX11,"COX11, cytochrome c oxidase copper chaperone"
207626_s_at,3.06E-01,7.39E-02,1.81,-4.85873,3.91E-01,SLC7A2,solute carrier family 7 member 2
219092_s_at,3.06E-01,7.39E-02,1.81,-4.85891,2.32E-01,IPPK,inositol-pentakisphosphate 2-kinase
216139_s_at,3.06E-01,7.39E-02,1.81,-4.85944,4.03E-01,MAPK8IP3,mitogen-activated protein kinase 8 interacting protein 3
207872_s_at,3.06E-01,7.39E-02,1.81,-4.8596,2.95E-01,LILRA1,leukocyte immunoglobulin like receptor A1
210915_x_at,3.06E-01,7.40E-02,1.81,-4.85991,4.12E-01,TRBC1,T cell receptor beta constant 1
215355_at,3.06E-01,7.40E-02,1.81,-4.85992,3.36E-01,POU2F3,POU class 2 homeobox 3
218453_s_at,3.07E-01,7.40E-02,-1.81,-4.86031,-2.37E-01,TMEM242,transmembrane protein 242
205745_x_at,3.07E-01,7.40E-02,1.81,-4.86068,2.27E-01,ADAM17,ADAM metallopeptidase domain 17
218758_s_at,3.07E-01,7.41E-02,-1.81,-4.86105,-3.52E-01,RRP1,ribosomal RNA processing 1
206760_s_at,3.07E-01,7.42E-02,-1.81,-4.86233,-3.45E-01,FCER2,Fc fragment of IgE receptor II
208621_s_at,3.07E-01,7.42E-02,1.81,-4.86244,3.34E-01,EZR,ezrin
218025_s_at,3.07E-01,7.42E-02,-1.81,-4.86246,-4.53E-01,ECI2,enoyl-CoA delta isomerase 2
203964_at,3.07E-01,7.42E-02,1.81,-4.86265,3.27E-01,NMI,N-myc and STAT interactor
207871_s_at,3.07E-01,7.42E-02,-1.81,-4.86283,-3.49E-01,MIR6132///ST7-OT3///ST7,microRNA 6132///ST7 overlapping transcript 3///suppression of tumorigenicity 7
203392_s_at,3.07E-01,7.43E-02,1.81,-4.86336,4.08E-01,CTBP1,C-terminal binding protein 1
207593_at,3.07E-01,7.44E-02,1.81,-4.86408,3.37E-01,ABCG4,ATP binding cassette subfamily G member 4
214800_x_at,3.07E-01,7.44E-02,1.81,-4.86427,2.81E-01,BTF3,basic transcription factor 3
213026_at,3.08E-01,7.44E-02,1.81,-4.86462,2.52E-01,ATG12,autophagy related 12
203696_s_at,3.08E-01,7.44E-02,1.81,-4.86485,2.86E-01,RFC2,replication factor C subunit 2
211578_s_at,3.08E-01,7.45E-02,1.81,-4.86518,4.25E-01,RPS6KB1,ribosomal protein S6 kinase B1
218788_s_at,3.08E-01,7.46E-02,1.81,-4.86647,4.04E-01,SMYD3,SET and MYND domain containing 3
221183_at,3.08E-01,7.46E-02,-1.81,-4.86647,-2.75E-01,LOC100507388,uncharacterized LOC100507388
211997_x_at,3.08E-01,7.46E-02,1.81,-4.86725,2.57E-01,MIR4738///H3F3B///H3F3A,"microRNA 4738///H3 histone, family 3B///H3 histone, family 3A"
203582_s_at,3.08E-01,7.47E-02,1.81,-4.86789,3.99E-01,SPHAR///RAB4A,"S-phase response (cyclin related)///RAB4A, member RAS oncogene family"
211310_at,3.09E-01,7.47E-02,1.81,-4.86832,3.56E-01,EZH1,enhancer of zeste 1 polycomb repressive complex 2 subunit
205358_at,3.09E-01,7.48E-02,1.81,-4.86918,3.45E-01,GRIA2,glutamate ionotropic receptor AMPA type subunit 2
204626_s_at,3.09E-01,7.49E-02,-1.81,-4.86973,-3.77E-01,ITGB3,integrin subunit beta 3
216416_at,3.09E-01,7.49E-02,1.81,-4.86983,3.58E-01,,
204234_s_at,3.09E-01,7.49E-02,1.81,-4.86995,3.06E-01,ZNF195,zinc finger protein 195
201624_at,3.09E-01,7.49E-02,1.81,-4.87033,3.77E-01,DARS,aspartyl-tRNA synthetase
221722_x_at,3.09E-01,7.50E-02,-1.81,-4.87066,-3.47E-01,LZTS1,leucine zipper tumor suppressor 1
203225_s_at,3.09E-01,7.50E-02,1.81,-4.87071,2.61E-01,RFK,riboflavin kinase
212455_at,3.09E-01,7.50E-02,1.8,-4.8713,2.68E-01,YTHDC1,YTH domain containing 1
202614_at,3.09E-01,7.50E-02,1.8,-4.87139,2.28E-01,SLC30A9,solute carrier family 30 member 9
200912_s_at,3.09E-01,7.50E-02,1.8,-4.87145,2.54E-01,MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2,"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2"
216231_s_at,3.09E-01,7.51E-02,1.8,-4.87177,3.37E-01,B2M,beta-2-microglobulin
212603_at,3.09E-01,7.51E-02,1.8,-4.87178,3.45E-01,MRPS31,mitochondrial ribosomal protein S31
37965_at,3.09E-01,7.51E-02,1.8,-4.87187,2.96E-01,PARVB,parvin beta
202641_at,3.09E-01,7.51E-02,1.8,-4.87214,2.44E-01,ARL3,ADP ribosylation factor like GTPase 3
47083_at,3.09E-01,7.51E-02,1.8,-4.87233,2.64E-01,C7orf26,chromosome 7 open reading frame 26
206283_s_at,3.09E-01,7.52E-02,-1.8,-4.87299,-2.85E-01,TAL1,"TAL bHLH transcription factor 1, erythroid differentiation factor"
220538_at,3.09E-01,7.52E-02,-1.8,-4.87317,-2.89E-01,ADM2,adrenomedullin 2
59433_at,3.09E-01,7.52E-02,1.8,-4.8732,2.57E-01,LOC102725263///LOC389906,uncharacterized LOC102725263///zinc finger protein 839 pseudogene
221854_at,3.09E-01,7.52E-02,-1.8,-4.8733,-2.20E-01,PKP1,plakophilin 1
213665_at,3.10E-01,7.53E-02,1.8,-4.87405,3.81E-01,SOX4,SRY-box 4
211510_s_at,3.10E-01,7.53E-02,1.8,-4.87413,3.39E-01,CRHR2,corticotropin releasing hormone receptor 2
215590_x_at,3.10E-01,7.53E-02,-1.8,-4.87437,-2.55E-01,ACVR2B-AS1,ACVR2B antisense RNA 1
200847_s_at,3.10E-01,7.53E-02,1.8,-4.8745,2.62E-01,SARAF,store-operated calcium entry associated regulatory factor
211702_s_at,3.10E-01,7.53E-02,1.8,-4.87455,2.18E-01,USP32,ubiquitin specific peptidase 32
217394_at,3.10E-01,7.53E-02,1.8,-4.87461,3.78E-01,,
220170_at,3.10E-01,7.54E-02,1.8,-4.87483,3.68E-01,FHL5,four and a half LIM domains 5
213573_at,3.10E-01,7.54E-02,1.8,-4.87509,3.58E-01,KPNB1,karyopherin subunit beta 1
211434_s_at,3.10E-01,7.54E-02,-1.8,-4.87524,-2.95E-01,CCRL2,C-C motif chemokine receptor like 2
54051_at,3.10E-01,7.55E-02,1.8,-4.87597,3.64E-01,PKNOX1,PBX/knotted 1 homeobox 1
222221_x_at,3.10E-01,7.55E-02,-1.8,-4.87686,-3.20E-01,EHD1,EH domain containing 1
207083_s_at,3.10E-01,7.55E-02,-1.8,-4.87687,-2.56E-01,CC2D1A,coiled-coil and C2 domain containing 1A
214686_at,3.10E-01,7.56E-02,1.8,-4.87731,3.09E-01,ZNF266,zinc finger protein 266
205141_at,3.11E-01,7.57E-02,-1.8,-4.87873,-2.84E-01,ANG,angiogenin
218197_s_at,3.11E-01,7.57E-02,-1.8,-4.87907,-5.06E-01,OXR1,oxidation resistance 1
207244_x_at,3.11E-01,7.58E-02,-1.8,-4.87969,-3.43E-01,CYP2A6,cytochrome P450 family 2 subfamily A member 6
206022_at,3.11E-01,7.58E-02,1.8,-4.88017,2.69E-01,NDP,"NDP, norrin cystine knot growth factor"
219065_s_at,3.11E-01,7.59E-02,1.8,-4.88064,3.86E-01,DPY30///MEMO1,"dpy-30, histone methyltransferase complex regulatory subunit///mediator of cell motility 1"
203200_s_at,3.11E-01,7.59E-02,1.8,-4.88081,2.65E-01,MTRR,5-methyltetrahydrofolate-homocysteine methyltransferase reductase
219297_at,3.11E-01,7.60E-02,1.8,-4.88136,3.04E-01,WDR44,WD repeat domain 44
210421_s_at,3.11E-01,7.60E-02,1.8,-4.88203,3.21E-01,SLC24A1,solute carrier family 24 member 1
220239_at,3.11E-01,7.60E-02,1.8,-4.88206,2.36E-01,KLHL7,kelch like family member 7
208795_s_at,3.12E-01,7.61E-02,1.8,-4.88252,3.19E-01,MCM7,minichromosome maintenance complex component 7
211535_s_at,3.12E-01,7.61E-02,-1.8,-4.8826,-4.27E-01,FGFR1,fibroblast growth factor receptor 1
216759_at,3.12E-01,7.61E-02,-1.8,-4.88283,-2.64E-01,HRASLS2,HRAS like suppressor 2
202065_s_at,3.12E-01,7.61E-02,1.8,-4.88323,2.74E-01,PPFIA1,PTPRF interacting protein alpha 1
216256_at,3.12E-01,7.62E-02,-1.8,-4.88373,-4.12E-01,GRM8,glutamate metabotropic receptor 8
214489_at,3.12E-01,7.62E-02,-1.8,-4.88387,-4.06E-01,FSHB,follicle stimulating hormone beta subunit
220494_s_at,3.12E-01,7.62E-02,-1.8,-4.88442,-3.66E-01,,
209290_s_at,3.12E-01,7.63E-02,-1.8,-4.88456,-3.91E-01,NFIB,nuclear factor I B
209396_s_at,3.12E-01,7.63E-02,1.8,-4.88492,3.39E-01,CHI3L1,chitinase 3 like 1
213410_at,3.12E-01,7.63E-02,1.8,-4.88507,2.73E-01,EDRF1,erythroid differentiation regulatory factor 1
44617_at,3.12E-01,7.64E-02,1.8,-4.88578,2.81E-01,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2
200715_x_at,3.12E-01,7.64E-02,1.8,-4.88603,3.02E-01,SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,"small nucleolar RNA, C/D box 32A///small nucleolar RNA, C/D box 33///small nucleolar RNA, C/D box 34///small nucleolar RNA, C/D box 35A///ribosomal protein L13a"
213574_s_at,3.12E-01,7.64E-02,1.8,-4.88634,3.90E-01,KPNB1,karyopherin subunit beta 1
215799_at,3.13E-01,7.65E-02,-1.8,-4.8874,-2.84E-01,LOC101927051,uncharacterized LOC101927051
202156_s_at,3.13E-01,7.66E-02,-1.8,-4.88786,-6.44E-01,CELF2,"CUGBP, Elav-like family member 2"
202174_s_at,3.13E-01,7.67E-02,1.79,-4.88885,4.37E-01,PCM1,pericentriolar material 1
218341_at,3.13E-01,7.67E-02,1.79,-4.88922,5.51E-01,PPCS,phosphopantothenoylcysteine synthetase
204489_s_at,3.13E-01,7.67E-02,1.79,-4.88939,3.55E-01,CD44,CD44 molecule (Indian blood group)
210748_at,3.13E-01,7.67E-02,1.79,-4.8896,3.10E-01,,
200712_s_at,3.14E-01,7.68E-02,1.79,-4.89046,3.73E-01,MAPRE1,microtubule associated protein RP/EB family member 1
212991_at,3.14E-01,7.68E-02,-1.79,-4.89072,-2.48E-01,FBXO9,F-box protein 9
221712_s_at,3.14E-01,7.69E-02,1.79,-4.89152,3.23E-01,WDR74,WD repeat domain 74
215193_x_at,3.14E-01,7.69E-02,1.79,-4.89154,3.94E-01,LOC101060835///LOC100996809///HLA-DRB4///HLA-DRB3///HLA-DRB1///HLA-DQB1,"HLA class II histocompatibility antigen, DQ beta 1 chain-like///HLA class II histocompatibility antigen, DRB1-10 beta chain-like///major histocompatibility complex, class II, DR beta 4///major histocompatibility complex, class II, DR beta 3///major histocompatibility complex, class II, DR beta 1///major histocompatibility complex, class II, DQ beta 1"
206441_s_at,3.14E-01,7.70E-02,1.79,-4.89197,3.53E-01,COMMD4,COMM domain containing 4
217570_x_at,3.14E-01,7.70E-02,1.79,-4.89213,2.64E-01,,
208055_s_at,3.14E-01,7.70E-02,1.79,-4.89231,3.50E-01,HERC4,HECT and RLD domain containing E3 ubiquitin protein ligase 4
221172_at,3.14E-01,7.70E-02,1.79,-4.89238,3.07E-01,C7orf69,chromosome 7 open reading frame 69
216015_s_at,3.14E-01,7.70E-02,-1.79,-4.89276,-2.77E-01,NLRP3,NLR family pyrin domain containing 3
202240_at,3.14E-01,7.71E-02,-1.79,-4.89369,-2.79E-01,PLK1,polo like kinase 1
206012_at,3.14E-01,7.71E-02,1.79,-4.89382,3.64E-01,LEFTY1///LEFTY2,left-right determination factor 1///left-right determination factor 2
213463_s_at,3.14E-01,7.72E-02,-1.79,-4.89411,-3.23E-01,FAM149B1,family with sequence similarity 149 member B1
208459_s_at,3.14E-01,7.72E-02,-1.79,-4.89424,-4.12E-01,XPO7,exportin 7
221715_at,3.15E-01,7.72E-02,1.79,-4.89482,3.82E-01,,
200679_x_at,3.15E-01,7.73E-02,1.79,-4.8952,3.16E-01,HMGB1,high mobility group box 1
212094_at,3.15E-01,7.73E-02,1.79,-4.89553,4.32E-01,PEG10,paternally expressed 10
205565_s_at,3.15E-01,7.73E-02,1.79,-4.89561,4.38E-01,FXN,frataxin
201494_at,3.15E-01,7.73E-02,1.79,-4.89595,4.72E-01,PRCP,prolylcarboxypeptidase
210352_at,3.15E-01,7.74E-02,-1.79,-4.89609,-2.94E-01,BRD8,bromodomain containing 8
204418_x_at,3.15E-01,7.74E-02,-1.79,-4.89627,-2.51E-01,GSTM2,glutathione S-transferase mu 2 (muscle)
219463_at,3.15E-01,7.74E-02,1.79,-4.89678,3.44E-01,LAMP5,lysosomal associated membrane protein family member 5
207074_s_at,3.15E-01,7.75E-02,-1.79,-4.8972,-2.86E-01,SLC18A1,solute carrier family 18 member A1
204509_at,3.15E-01,7.75E-02,1.79,-4.89754,3.38E-01,CA12,carbonic anhydrase 12
207002_s_at,3.15E-01,7.75E-02,-1.79,-4.89759,-3.22E-01,PLAGL1,PLAG1 like zinc finger 1
210394_x_at,3.15E-01,7.75E-02,1.79,-4.8979,3.75E-01,SSX4B///SSX4,SSX family member 4B///SSX family member 4
217512_at,3.15E-01,7.76E-02,-1.79,-4.89881,-3.56E-01,KNG1,kininogen 1
221519_at,3.16E-01,7.77E-02,-1.79,-4.89977,-3.27E-01,FBXW4,F-box and WD repeat domain containing 4
201190_s_at,3.16E-01,7.78E-02,1.79,-4.90036,3.03E-01,PITPNA,phosphatidylinositol transfer protein alpha
205497_at,3.16E-01,7.78E-02,1.79,-4.90041,3.62E-01,ZNF175,zinc finger protein 175
205264_at,3.16E-01,7.78E-02,1.79,-4.90063,3.39E-01,CD3EAP,CD3e molecule associated protein
207782_s_at,3.16E-01,7.79E-02,-1.79,-4.90129,-3.04E-01,PSEN1,presenilin 1
208917_x_at,3.16E-01,7.79E-02,1.79,-4.90139,3.07E-01,NADK,NAD kinase
204391_x_at,3.16E-01,7.79E-02,1.79,-4.90147,2.25E-01,TRIM24,tripartite motif containing 24
212850_s_at,3.16E-01,7.79E-02,1.79,-4.90218,2.98E-01,LRP4,LDL receptor related protein 4
208799_at,3.16E-01,7.79E-02,1.79,-4.90224,4.95E-01,PSMB5,proteasome subunit beta 5
214527_s_at,3.16E-01,7.80E-02,1.79,-4.903,3.30E-01,PQBP1,polyglutamine binding protein 1
210048_at,3.17E-01,7.81E-02,1.79,-4.90358,2.70E-01,NAPG,NSF attachment protein gamma
206498_at,3.17E-01,7.81E-02,1.79,-4.90367,2.93E-01,OCA2,OCA2 melanosomal transmembrane protein
217753_s_at,3.17E-01,7.81E-02,1.79,-4.90378,3.12E-01,LOC101929876///LOC100996747///RPS26P11///RPS26,40S ribosomal protein S26///40S ribosomal protein S26///ribosomal protein S26 pseudogene 11///ribosomal protein S26
207045_at,3.17E-01,7.81E-02,1.79,-4.90395,4.09E-01,VPS50,"VPS50, EARP/GARPII complex subunit"
213319_s_at,3.17E-01,7.82E-02,1.79,-4.90438,3.01E-01,YBX3,Y-box binding protein 3
218674_at,3.17E-01,7.82E-02,1.79,-4.90472,3.82E-01,TRAPPC13,trafficking protein particle complex 13
216563_at,3.17E-01,7.82E-02,-1.78,-4.90519,-2.48E-01,ANKRD12,ankyrin repeat domain 12
210612_s_at,3.17E-01,7.83E-02,1.78,-4.90594,2.76E-01,SYNJ2,synaptojanin 2
204778_x_at,3.17E-01,7.83E-02,-1.78,-4.90601,-4.73E-01,HOXB7,homeobox B7
220120_s_at,3.17E-01,7.83E-02,-1.78,-4.90631,-3.36E-01,EPB41L4A,erythrocyte membrane protein band 4.1 like 4A
208840_s_at,3.17E-01,7.84E-02,1.78,-4.90666,4.73E-01,G3BP2,G3BP stress granule assembly factor 2
201495_x_at,3.17E-01,7.84E-02,-1.78,-4.90667,-2.39E-01,MYH11,myosin heavy chain 11
212726_at,3.17E-01,7.84E-02,-1.78,-4.90702,-3.58E-01,PHF2,PHD finger protein 2
64438_at,3.18E-01,7.85E-02,1.78,-4.90788,2.40E-01,OGFOD3,2-oxoglutarate and iron dependent oxygenase domain containing 3
205999_x_at,3.18E-01,7.85E-02,-1.78,-4.90848,-2.89E-01,CYP3A4,cytochrome P450 family 3 subfamily A member 4
204939_s_at,3.18E-01,7.86E-02,-1.78,-4.90912,-3.18E-01,PLN,phospholamban
207791_s_at,3.18E-01,7.86E-02,1.78,-4.90927,4.20E-01,RAB1A,"RAB1A, member RAS oncogene family"
211925_s_at,3.18E-01,7.87E-02,1.78,-4.90963,2.59E-01,PLCB1,phospholipase C beta 1
216083_s_at,3.18E-01,7.87E-02,-1.78,-4.90987,-2.79E-01,NEU3,neuraminidase 3
208892_s_at,3.18E-01,7.87E-02,-1.78,-4.90997,-3.48E-01,DUSP6,dual specificity phosphatase 6
210782_x_at,3.18E-01,7.87E-02,-1.78,-4.91026,-2.16E-01,GRIN1,glutamate ionotropic receptor NMDA type subunit 1
205529_s_at,3.18E-01,7.87E-02,-1.78,-4.91044,-2.61E-01,RUNX1T1,RUNX1 translocation partner 1
203938_s_at,3.18E-01,7.88E-02,1.78,-4.91075,3.51E-01,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C"
210641_at,3.18E-01,7.88E-02,1.78,-4.91094,2.42E-01,CAPN9,calpain 9
201473_at,3.18E-01,7.88E-02,-1.78,-4.91105,-3.77E-01,JUNB,"JunB proto-oncogene, AP-1 transcription factor subunit"
221528_s_at,3.18E-01,7.89E-02,1.78,-4.91166,2.89E-01,ELMO2,engulfment and cell motility 2
209840_s_at,3.18E-01,7.89E-02,-1.78,-4.91204,-3.79E-01,LRRN3,leucine rich repeat neuronal 3
203904_x_at,3.18E-01,7.89E-02,1.78,-4.91227,2.81E-01,CD82,CD82 molecule
209082_s_at,3.18E-01,7.89E-02,1.78,-4.91237,5.47E-01,COL18A1,collagen type XVIII alpha 1 chain
201047_x_at,3.18E-01,7.89E-02,1.78,-4.9125,2.33E-01,WTH3DI///RAB6A,"RAB6C-like///RAB6A, member RAS oncogene family"
214406_s_at,3.18E-01,7.90E-02,-1.78,-4.91287,-2.89E-01,SLC7A4,solute carrier family 7 member 4
214221_at,3.18E-01,7.90E-02,1.78,-4.91294,2.54E-01,ALMS1,"ALMS1, centrosome and basal body associated protein"
218272_at,3.18E-01,7.90E-02,-1.78,-4.91305,-2.35E-01,TTC38,tetratricopeptide repeat domain 38
206113_s_at,3.19E-01,7.91E-02,1.78,-4.91382,4.66E-01,RAB5A,"RAB5A, member RAS oncogene family"
205453_at,3.19E-01,7.92E-02,-1.78,-4.91475,-2.49E-01,HOXB2,homeobox B2
202828_s_at,3.19E-01,7.92E-02,1.78,-4.91475,2.91E-01,MMP14,matrix metallopeptidase 14
200699_at,3.19E-01,7.92E-02,1.78,-4.91497,2.64E-01,KDELR2,KDEL endoplasmic reticulum protein retention receptor 2
203462_x_at,3.19E-01,7.93E-02,1.78,-4.91583,2.60E-01,EIF3B,eukaryotic translation initiation factor 3 subunit B
210028_s_at,3.20E-01,7.94E-02,-1.78,-4.91712,-2.26E-01,ORC3,origin recognition complex subunit 3
208216_at,3.20E-01,7.94E-02,1.78,-4.91722,2.66E-01,DLX4,distal-less homeobox 4
209155_s_at,3.20E-01,7.94E-02,1.78,-4.91726,3.25E-01,NT5C2,"5'-nucleotidase, cytosolic II"
222009_at,3.20E-01,7.94E-02,1.78,-4.91733,2.96E-01,CEMP1,cementum protein 1
206432_at,3.20E-01,7.94E-02,1.78,-4.9176,3.16E-01,HAS2,hyaluronan synthase 2
208636_at,3.20E-01,7.95E-02,1.78,-4.91773,2.72E-01,ACTN1,actinin alpha 1
1438_at,3.20E-01,7.95E-02,-1.78,-4.91784,-3.35E-01,EPHB3,EPH receptor B3
214009_at,3.20E-01,7.95E-02,1.78,-4.91785,2.85E-01,MSL3,male-specific lethal 3 homolog (Drosophila)
201020_at,3.20E-01,7.95E-02,1.78,-4.91808,2.50E-01,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta
213016_at,3.20E-01,7.96E-02,1.78,-4.91885,2.39E-01,BBX,"BBX, HMG-box containing"
204930_s_at,3.20E-01,7.96E-02,1.78,-4.91889,3.08E-01,BNIP1,BCL2 interacting protein 1
205003_at,3.20E-01,7.96E-02,1.78,-4.91928,3.23E-01,DOCK4,dedicator of cytokinesis 4
208283_at,3.20E-01,7.97E-02,1.78,-4.92011,4.61E-01,GAGE1,G antigen 1
211000_s_at,3.20E-01,7.97E-02,-1.78,-4.92027,-2.63E-01,IL6ST,interleukin 6 signal transducer
218670_at,3.21E-01,7.98E-02,1.78,-4.92128,3.38E-01,PUS1,pseudouridylate synthase 1
212630_at,3.21E-01,7.98E-02,1.78,-4.92135,4.11E-01,EXOC3,exocyst complex component 3
212734_x_at,3.21E-01,7.99E-02,1.77,-4.92206,2.32E-01,SNORD68///RPL13,"small nucleolar RNA, C/D box 68///ribosomal protein L13"
219168_s_at,3.21E-01,7.99E-02,-1.77,-4.92206,-4.04E-01,PRR5,proline rich 5
215668_s_at,3.21E-01,7.99E-02,-1.77,-4.92259,-2.69E-01,PLXNB1,plexin B1
207406_at,3.21E-01,7.99E-02,1.77,-4.92269,4.73E-01,CYP7A1,cytochrome P450 family 7 subfamily A member 1
203106_s_at,3.21E-01,8.00E-02,-1.77,-4.92284,-4.23E-01,VPS41,"VPS41, HOPS complex subunit"
200877_at,3.21E-01,8.00E-02,1.77,-4.92311,2.21E-01,CCT4,chaperonin containing TCP1 subunit 4
201694_s_at,3.21E-01,8.00E-02,-1.77,-4.9233,-2.16E-01,EGR1,early growth response 1
207153_s_at,3.21E-01,8.00E-02,1.77,-4.92362,2.95E-01,GLMN,"glomulin, FKBP associated protein"
210847_x_at,3.21E-01,8.01E-02,-1.77,-4.92414,-3.45E-01,TNFRSF25,TNF receptor superfamily member 25
179_at,3.21E-01,8.01E-02,-1.77,-4.92455,-1.91E-01,DTX2P1-UPK3BP1-PMS2P11,"DTX2P1-UPK3BP1-PMS2P11 readthrough, transcribed pseudogene"
221495_s_at,3.21E-01,8.02E-02,-1.77,-4.92492,-2.09E-01,TCF25,transcription factor 25
203771_s_at,3.21E-01,8.02E-02,1.77,-4.92499,3.20E-01,BLVRA,biliverdin reductase A
201313_at,3.22E-01,8.03E-02,1.77,-4.92592,4.29E-01,ENO2,enolase 2
34221_at,3.22E-01,8.03E-02,1.77,-4.92596,3.00E-01,HMGXB3,HMG-box containing 3
205741_s_at,3.22E-01,8.03E-02,-1.77,-4.92611,-2.80E-01,DTNA,dystrobrevin alpha
211036_x_at,3.22E-01,8.03E-02,1.77,-4.92619,3.28E-01,ANAPC5,anaphase promoting complex subunit 5
213423_x_at,3.22E-01,8.03E-02,1.77,-4.92629,2.45E-01,TUSC3,tumor suppressor candidate 3
216572_at,3.22E-01,8.03E-02,-1.77,-4.92675,-2.33E-01,FOXL1,forkhead box L1
211880_x_at,3.22E-01,8.04E-02,1.77,-4.92716,2.50E-01,PCDHGA1,"protocadherin gamma subfamily A, 1"
219073_s_at,3.22E-01,8.04E-02,1.77,-4.92766,2.34E-01,OSBPL10,oxysterol binding protein like 10
221248_s_at,3.22E-01,8.05E-02,1.77,-4.92784,3.99E-01,WHSC1L1,Wolf-Hirschhorn syndrome candidate 1-like 1
212366_at,3.22E-01,8.05E-02,1.77,-4.92794,2.67E-01,ZNF292,zinc finger protein 292
208797_s_at,3.22E-01,8.05E-02,1.77,-4.92836,2.68E-01,GOLGA8A,golgin A8 family member A
211798_x_at,3.22E-01,8.05E-02,1.77,-4.9284,4.32E-01,IGLJ3,immunoglobulin lambda joining 3
218570_at,3.22E-01,8.06E-02,1.77,-4.92901,5.31E-01,PTPMT1///KBTBD4,"protein tyrosine phosphatase, mitochondrial 1///kelch repeat and BTB domain containing 4"
220118_at,3.23E-01,8.07E-02,-1.77,-4.93019,-3.08E-01,ZBTB32,zinc finger and BTB domain containing 32
222074_at,3.23E-01,8.08E-02,1.77,-4.93094,3.59E-01,UROD,uroporphyrinogen decarboxylase
207798_s_at,3.23E-01,8.08E-02,1.77,-4.93169,3.87E-01,ATXN2L,ataxin 2 like
209621_s_at,3.23E-01,8.09E-02,1.77,-4.93197,5.32E-01,PDLIM3,PDZ and LIM domain 3
218430_s_at,3.23E-01,8.09E-02,1.77,-4.93203,3.24E-01,RFX7,regulatory factor X7
200755_s_at,3.23E-01,8.09E-02,1.77,-4.93212,3.19E-01,CALU,calumenin
210917_at,3.23E-01,8.09E-02,-1.77,-4.93218,-2.55E-01,YES1,"YES proto-oncogene 1, Src family tyrosine kinase"
218565_at,3.23E-01,8.09E-02,1.77,-4.93263,3.56E-01,SPOUT1,SPOUT domain containing methyltransferase 1
202545_at,3.23E-01,8.10E-02,-1.77,-4.93292,-3.40E-01,PRKCD,protein kinase C delta
218507_at,3.23E-01,8.10E-02,-1.77,-4.93326,-2.41E-01,HILPDA,hypoxia inducible lipid droplet associated
207673_at,3.23E-01,8.10E-02,1.77,-4.93339,3.35E-01,NPHS1,"NPHS1, nephrin"
206631_at,3.23E-01,8.10E-02,-1.77,-4.93358,-4.14E-01,PTGER2,prostaglandin E receptor 2
218028_at,3.23E-01,8.11E-02,1.77,-4.93381,3.31E-01,MIR6734///ELOVL1,microRNA 6734///ELOVL fatty acid elongase 1
201673_s_at,3.23E-01,8.11E-02,-1.77,-4.9339,-2.83E-01,GYS1,glycogen synthase 1
222300_at,3.23E-01,8.11E-02,1.77,-4.93394,3.37E-01,,
202049_s_at,3.23E-01,8.11E-02,1.77,-4.93412,2.73E-01,ZMYM4,zinc finger MYM-type containing 4
